,id_,institution,post,domaine
3,10180,Plan International-Haiti,Project Coordinator (Croix des Bouquets),Sciences de l’Education
4,10181,Plan International-Haiti,Project Coordinator (Jacmel),Sciences de l’Education
5,10183,CFET S.A.,Administrative Assistant,"Management/Gestion, Finance, Comptabilité et Commerce"
6,10175,Secteur ong,Consultant indépendant – étude d’impact,Agriculture – Agroalimentaire
7,10166,Ambassade de Suisse,Responsable National-e de Programme (RNP),Sciences Humaines et Sociales
8,10161,CRS,Urbayiti MEAL Officer,Sciences économiques et politiques
9,10174,Save the Children en Haiti,Sponsorship Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
10,10178,Secteur prive,Préposé au Stock,"Management/Gestion, Finance, Comptabilité et Commerce"
11,10162,FAO,Animateur/Animatrice de terrain,Agriculture – Agroalimentaire
12,10148,Lafito Industrial Free Zone,Power Plant Manager,Sciences de l’Ingénieur
13,10149,Lafito Industrial Free Zone,Nettoyeur,Mécanique
14,10150,Lafito Industrial Free Zone,Superviseur d’Opérations de Centrale Electrique,Métiers du bâtiment et autres
15,10151,Lafito Industrial Free Zone,Technicien en Electricité,Métiers du bâtiment et autres
16,10152,Lafito Industrial Free Zone,Chef Electricien d’Entretien,Sciences de l’Ingénieur
17,10153,Lafito Industrial Free Zone,Chef Mécanicien d’Entretien,Sciences de l’Ingénieur
18,10154,Lafito Industrial Free Zone,Chef d’Opérations de Centrale Electrique,Sciences de l’Ingénieur
19,10155,Lafito Industrial Free Zone,Mécanicien d’Entretien,Mécanique
20,10156,Lafito Industrial Free Zone,Operateur de Centrale Electrique,Sciences de l’Ingénieur
21,10164,Solidarites International,Assistant Responsable Programme EHA,Sciences Humaines et Sociales
22,10141,CRS,MEAL Country Manager,Sciences Humaines et Sociales
23,10089,FHI/Humanité & Inclusion_ HI,Responsable de volet renforcement des Services de Réadaptation,Santé et Professions médicales
24,10134,DIGICEL,Customer Care Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
25,10145,ACTED,Responsable de Base,"Management/Gestion, Finance, Comptabilité et Commerce"
26,10146,ACTED,Responsable Programme Spécialiste en Développement Rural,Agriculture – Agroalimentaire
27,8589,Brasserie de la Couronne S.A.,Agent Commercial (Port-au-Prince),Marketing
28,10121,FHI/Humanité & Inclusion_ HI,Chef de projet READ,Santé et Professions médicales
29,10123,GOAL Haiti,Infrastructures and DRR  Manager,Sciences de l’Ingénieur
30,10124,GOAL Haiti,Urban Resilience Project Manager,Sciences de l’Ingénieur
31,10125,GOAL Haiti,Officier Liaison communautaires / SDA,Sciences Humaines et Sociales
32,10126,GOAL Haiti,Manager GRD,"Architecture, Urbanisme et Aménagement du territoire"
33,10132,CARE Haiti,"Officier Administratif, Finance et de Liaison","Management/Gestion, Finance, Comptabilité et Commerce"
34,10085,ZL/PIH,Manager du Laboratoire de Microbiologie,Santé et Professions médicales
35,9859,Sani Clean S.A.,Technicien en Pest Control,- - Non-defini - -
36,10135,Mercy Corps Haiti,Operations Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
37,10138,Habitat pour l'humanite Haiti,Housing and Urban Development Specialist,"Architecture, Urbanisme et Aménagement du territoire"
38,10122,Secteur prive,Comptable Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
39,10113,Oxfam Intermon,Field Manager,Agriculture – Agroalimentaire
40,6839,Secteur prive,Director of Operations,"Management/Gestion, Finance, Comptabilité et Commerce"
41,10147,Heifer Haiti,Spécialiste en Développement Communautaire,Sciences Humaines et Sociales
42,10144,PNLS,Réceptionniste de bureau,Secrétariat
43,10136,CFET S.A.,Responsable Commercial,Marketing
44,10137,Heifer Haiti,Spécialiste en Suivi et Evaluation,Agriculture – Agroalimentaire
45,10103,Oxfam Intermon - Anse Rouge,Assistant (e) Meal,Sciences économiques et politiques
46,10133,Concern Worldwide Haiti,Agent de terrain - Protection,Sciences Humaines et Sociales
47,10119,PNLS,Officier de MARPS,Sciences Humaines et Sociales
48,10120,PNLS,Officier de projet soins et traitement en appui à la performance des réseaux publics,Santé et Professions médicales
0,10106,Family Health International - FHI360,"Director of Monitoring, Evaluation and Learning (MEL)",Santé et Professions médicales
1,10107,Family Health International - FHI360,Program Director,Santé et Professions médicales
2,10108,Family Health International - FHI360,Technical Director,Santé et Professions médicales
3,10094,Palmis Eneji,Responsable Enèji Pro,"Management/Gestion, Finance, Comptabilité et Commerce"
4,10095,Palmis Eneji,Responsable de Partenariats,"Management/Gestion, Finance, Comptabilité et Commerce"
5,10090,World Hope International Haiti,Finance Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
6,10084,ASF,Conseiller(ère) juridique - Accès à la justice et/ou litige stratégique,Droit
7,10117,CFET S.A.,Secretaire Administrative,Secrétariat
8,10114,Save the Children en Haiti,MEAL Officer,Sciences économiques et politiques
9,10102,CBM,Officier de Renforcement de capacités,Sciences Humaines et Sociales
10,10118,Save the Children en Haiti,Enquêteurs/trices,Sciences économiques et politiques
11,10109,CDS,Infirmière de Ligne,Santé et Professions médicales
12,10091,Concern Worldwide Haiti,Assistant Administratif Programme,"Management/Gestion, Finance, Comptabilité et Commerce"
13,10110,Wits Health Consortium,Pediatric Clinical Advisor - Ref 1031,Santé et Professions médicales
14,10111,Wits Health Consortium,Monitoring and Evaluation Officer – Ref 1100,Sciences économiques et politiques
15,10112,Wits Health Consortium,Key Population Advisor - Ref 1145,Santé et Professions médicales
16,9981,Croix Rouge Espagnole,Responsable Projet d'Eau,"Management/Gestion, Finance, Comptabilité et Commerce"
17,10104,Wits Health Consortium,Program Assistant – Ref 1142,Secrétariat
18,10058,HSI,Responsable Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
19,10059,HSI,Responsable Logistique / Sécurité / Urgence,Transport et Logistique
20,10092,FONKOZE,Enfimye Teren,Santé et Professions médicales
21,10093,FONKOZE,Ofisye pwojè Nitrisyon,Santé et Professions médicales
22,10046,Secteur prive,Responsable de Comptabilité et des Ressources Humaines,"Management/Gestion, Finance, Comptabilité et Commerce"
23,10086,ABT/Shops Plus Project USAID,Officier des Achats,"Management/Gestion, Finance, Comptabilité et Commerce"
24,10076,CRS,Infirmier (ière) Superviseur (eure),Santé et Professions médicales
25,10077,CRS,Animateur de MUSO,Sciences Humaines et Sociales
26,10101,Secteur prive,Full time Driver,Transport et Logistique
27,10087,PNUD Haiti,Operations Manager,"Management/Gestion, Finance, Comptabilité et Commerce"
28,10088,PNUD Haiti,Programme Analyst UNV,"Management/Gestion, Finance, Comptabilité et Commerce"
29,10100,Secteur ong,Agent Comptable,"Management/Gestion, Finance, Comptabilité et Commerce"
30,10071,ASB,ASB Intendant Maintenancier,Transport et Logistique
31,9398,Mission Lazare Haiti,Institutrices,Sciences de l’Education
32,10068,AIR,Junior Bookkeeper,"Management/Gestion, Finance, Comptabilité et Commerce"
33,10069,MARNDR/SPS,Responsable en Planification et Suivi-Evaluation,"Management/Gestion, Finance, Comptabilité et Commerce"
34,10074,MARNDR/RESEPAG,Consultant (e) en charge de fournir des appuis pour le suivi et l’évaluation du projet RESEPAG,Sciences économiques et politiques
35,10067,"DAI Global, LLC",Field Accountant,"Management/Gestion, Finance, Comptabilité et Commerce"
36,10065,CCM HAITI,Secrétaire Exécutif (ve),"Management/Gestion, Finance, Comptabilité et Commerce"
37,10066,CCM HAITI,Assistant (e) Administratif (ve) et Financier (e),"Management/Gestion, Finance, Comptabilité et Commerce"
38,10064,Secteur prive,Directeur Applications &  Developpement,Sciences Informatiques
39,10073,Food for the Hungry,Officier Construction,Sciences de l’Ingénieur
40,9832,Anseye Pou Ayiti,Enseignant-Leader (Hinche),Sciences de l’Education
41,9833,Anseye Pou Ayiti,Enseignant-Leader (Mirebalais),Sciences de l’Education
42,9834,Anseye Pou Ayiti,Enseignant-Leader (Boucan-Carre),Sciences de l’Education
43,9835,Anseye Pou Ayiti,Enseignant-Leader (Gonaives),Sciences de l’Education
44,9836,Anseye Pou Ayiti,Enseignant-Leader (Gros-Morne),Sciences de l’Education
45,10063,Oxfam Intermon,Officier financier - HR,"Management/Gestion, Finance, Comptabilité et Commerce"
46,10072,ISTEAH,Encadreur(e) rédactionnel(le) (maîtrise obligatoire),Sciences de l’Education
47,10048,CMMB,Comptable  Senior,"Management/Gestion, Finance, Comptabilité et Commerce"
48,10078,Secteur prive,Conseiller Technique de Gestion/Officier de crédit agricole (Sud),Agriculture – Agroalimentaire
0,10080,Secteur prive,Conseiller Technique de Gestion/Officier de crédit agricole (Nippes),"Management/Gestion, Finance, Comptabilité et Commerce"
1,10082,Secteur prive,Conseiller Technique de Gestion/Officier de crédit agricole (Grand'Anse),Agriculture – Agroalimentaire
2,10075,ISTEAH,Stagiaire en Secrétariat Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
3,10061,Secteur prive,Responsable des infrastructures et des Services Généraux,Sciences de l’Ingénieur
4,10010,ICAP Columbia University,"Technical Advisor, PHIA Project Haiti",Santé et Professions médicales
5,10016,SONAPI,Chef du Service de transport du Parc Industriel de Caracol,Transport et Logistique
6,10062,CARE Haiti,Gestionnaire Adjoint aux Opérations,Sciences Humaines et Sociales
7,10049,Chemonics International / Haiti HSS,Cadre et Spécialiste en leadership et gestion managériale des projets de santé publique,Santé et Professions médicales
8,10050,Chemonics International / Haiti HSS,Spécialiste en partenariat privé-public,"Management/Gestion, Finance, Comptabilité et Commerce"
9,10051,Chemonics International / Haiti HSS,Spécialiste en bonne gouvernance et décentralisation dans le domaine de la santé,"Management/Gestion, Finance, Comptabilité et Commerce"
10,10052,Chemonics International / Haiti HSS,Spécialiste en financement axé sur les résultats pour la santé,"Management/Gestion, Finance, Comptabilité et Commerce"
11,10053,Chemonics International / Haiti HSS,Spécialiste en renforcement institutionnel de système de santé et renforcement des capacités,"Management/Gestion, Finance, Comptabilité et Commerce"
12,10054,Chemonics International / Haiti HSS,Spécialiste en systèmes d’information de la santé,Sciences Informatiques
13,10055,Chemonics International / Haiti HSS,Spécialiste en mobilisation communautaire,Sciences Humaines et Sociales
14,10056,Chemonics International / Haiti HSS,Spécialiste en ressources humaines pour la santé,"Management/Gestion, Finance, Comptabilité et Commerce"
15,10045,Oxfam Intermon - Cap,Officier de finances,"Management/Gestion, Finance, Comptabilité et Commerce"
16,10034,USAID,Project Management Specialist (Engineer),Sciences de l’Ingénieur
17,10023,FAO,Consultant National en Technologie Alimentaire,Agriculture – Agroalimentaire
18,10024,FAO,Consultant(e) National(e)   Principale(e),Agriculture – Agroalimentaire
19,9984,Secteur prive,Serveurs / Serveuses,"Tourisme, Hôtellerie et Restauration"
20,9983,HAYTRAC,Responsable et Coordonnateur de formation Technique,Sciences de l’Ingénieur
21,10039,Caris Foundation International,Environmental Compliance Officer,Santé et Professions médicales
22,10040,Caris Foundation International,Deputy Chief of Party,Santé et Professions médicales
23,10037,Caris Foundation International,Coordonnateur/Coordonnatrice de Santé Communautaire/Clinique,Santé et Professions médicales
24,9976,Secteur prive,Responsable des Opérations,Sciences de l’Ingénieur
25,9968,Secteur prive,Talent Management and Learning Specialist,"Management/Gestion, Finance, Comptabilité et Commerce"
26,10047,Plan International-Haiti,Grants Accountant-Projet SMNI,"Management/Gestion, Finance, Comptabilité et Commerce"
27,10041,CRS,Officier en Agro-Ecologie,Agriculture – Agroalimentaire
28,10014,Secteur prive,Assistant Directeur Commercial,Marketing
29,10044,Secteur prive,Comptable en Chef,"Management/Gestion, Finance, Comptabilité et Commerce"
30,9237,Secteur ong,"Point Focal Genre, Appui psychosocial et Redevabilité",Sciences Humaines et Sociales
31,10057,Secteur prive,Technicien en Informatique,Sciences Informatiques
32,10035,MDM France,Responsable Approvisionnement,Transport et Logistique
33,9625,NASTAD,Partner Services Project Officer,Santé et Professions médicales
34,10032,Oxfam Intermon - Anse Rouge,Techniciens (nes) agricoles,Agriculture – Agroalimentaire
35,9989,Secteur international,M&E Consultant,Sciences Humaines et Sociales
36,10004,FOME,Directeur des Opérations de Développement,Sciences de l’Education
37,10028,Croix Rouge Americaine,Finance Director,"Management/Gestion, Finance, Comptabilité et Commerce"
38,10003,MARNDR/RESEPAG,Ingénieur (e) civil ou rural (e),Sciences de l’Ingénieur
39,10020,PNUD Haiti,Specialiste de Programme / ONUFEMMES,"Management/Gestion, Finance, Comptabilité et Commerce"
40,10007,Brasserie de la Couronne S.A.,Superviseur de Production,"Management/Gestion, Finance, Comptabilité et Commerce"
41,10043,Secteur prive,Chauffeur a moto,Transport et Logistique
42,10031,Oxfam Intermon,Consultant (e) Évaluation et préparation des plans d’urgence de 6 écoles de la zone métropolitaine,Environnement et Sciences de la Terre
43,10021,Secteur projet,Directeur Administratif,"Management/Gestion, Finance, Comptabilité et Commerce"
44,9986,Secteur prive,Chef  Maintenance,Sciences de l’Ingénieur
45,10033,GHSC-PSM,Technical Advisor,Santé et Professions médicales
46,10029,FINCA Haiti S.A.,Officier Légal  ( OL),Droit
47,10030,J/P HRO,Community Development Administrative Officer,"Management/Gestion, Finance, Comptabilité et Commerce"
48,10019,PNUD Haiti,Assistant (e) à la gestion de l'information et de données / UNOCHA,Sciences Informatiques
0,10011,Mercy Corps Haiti,Senior Officier d’Approvisionnement,"Management/Gestion, Finance, Comptabilité et Commerce"
1,10015,Habitat pour l'humanite Haiti,Ingénieur de Terrain,Sciences de l’Ingénieur
2,10002,PNUD Haiti,Expert Gestion des Risques et des Désastres _ PNUD / Haiti,Environnement et Sciences de la Terre
3,9987,Chemonics international /IGHI,Spécialiste en Gouvernance Locale,"Management/Gestion, Finance, Comptabilité et Commerce"
4,9988,Chemonics international /IGHI,Spécialiste en Engagement de la Société Civile,Sciences Humaines et Sociales
5,9990,Chemonics international /IGHI,Spécialiste en Politique Publique,Sciences économiques et politiques
6,9991,Chemonics international /IGHI,Spécialiste en Administration Publique,"Management/Gestion, Finance, Comptabilité et Commerce"
7,9992,Chemonics international /IGHI,Spécialiste en Finance Publique et Affaires Budgétaires,"Management/Gestion, Finance, Comptabilité et Commerce"
8,9993,Chemonics international /IGHI,Spécialiste en Informatique (IT),Sciences Informatiques
9,9994,Chemonics international /IGHI,Spécialiste Fiscaliste,"Management/Gestion, Finance, Comptabilité et Commerce"
10,9995,Chemonics international /IGHI,Coordinateur du Suivi et l’Evaluation (M&E),Sciences Humaines et Sociales
11,9996,Chemonics international /IGHI,Spécialiste en Gouvernance,"Management/Gestion, Finance, Comptabilité et Commerce"
12,10025,Secteur prive,Chef comptable – Secteur Construction,"Management/Gestion, Finance, Comptabilité et Commerce"
13,10008,UCP/INFP,Coordonnateur Général (niveau maîtrise),Sciences de l’Education
14,10009,UCP/INFP,Coordonnateur Administratif et Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
15,10027,Plan International-Haiti,Assistant Administratif & Financier,"Management/Gestion, Finance, Comptabilité et Commerce"
